relation_id,sentence_id,description,is_true,expectation,words,p_start,p_length,c_start,c_length
23846336@17_32-23846336@17_19,23846336@17,Robotel-LexisNexis,,0.408,"{Edutech,has,partnerships,with,a,number,of,companies,including,Blackboard,"","",Questionmark,Corporation,"","",Plateau,Inc.,"","",Elluminate,"","",LexisNexis,"","",Britannica,online,"","",Feedback,"","",Armfield,"","",PASCO,"","",Lego,"","",Robotel,"","",Quanser,"","",etc.,.}",32,1,19,1
28921060@6_0-28921060@6_4,28921060@6,Micromax-Micromax Informatics Ltd.,,0.48,"{Micromax,was,incorporated,as,Micromax,Informatics,Ltd.,on,29,March,2000,.}",0,1,4,3
571714@106_17-571714@106_13,571714@106,Toru-Nicolaus Copernicus University,,0.458,"{After,1945,"","",most,of,the,mathematicians,"","",humanists,and,biologists,joined,the,Nicolaus,Copernicus,University,in,Toru,"","",while,a,number,of,the,medical,faculty,formed,the,core,of,the,newly,founded,Medical,University,of,Gda,sk,.}",17,1,13,3
34273@385_334-34273@385_280,34273@385,Irving Fischer-Peace Corps,,0.478,"{Among,the,best-known,are,U.S.,Presidents,William,Howard,Taft,"","",Gerald,Ford,"","",George,H.,W.,Bush,"","",Bill,Clinton,and,George,W.,Bush,;,royals,Victoria,Bernadotte,"","",Prince,Rostislav,Romanov,and,Prince,Akiiki,Hosea,Nyabongo,;,heads,of,state,"","",including,Italian,prime,minister,Mario,Monti,"","",Turkish,prime,minister,Tansu,iller,"","",Mexican,president,Ernesto,Zedillo,"","",German,president,Karl,Carstens,"","",and,Philippines,president,Jos,Paciano,Laurel,;,U.S.,Supreme,Court,Justices,Sonia,Sotomayor,"","",Samuel,Alito,and,Clarence,Thomas,;,U.S.,Secretaries,of,State,John,Kerry,"","",Hillary,Rodham,Clinton,"","",Cyrus,Vance,"","",and,Dean,Acheson,;,authors,Sinclair,Lewis,"","",Stephen,Vincent,Ben,t,"","",and,Tom,Wolfe,;,lexicographer,Noah,Webster,;,inventors,Samuel,F.,B.,Morse,and,Eli,Whitney,;,patriot,and,``,first,spy,'',Nathan,Hale,;,theologian,Jonathan,Edwards,;,actors,"","",directors,and,producers,Paul,Newman,"","",Henry,Winkler,"","",Vincent,Price,"","",Meryl,Streep,"","",Sigourney,Weaver,"","",Jodie,Foster,"","",Angela,Bassett,"","",Courtney,Vance,"","",Frances,McDormand,"","",Elia,Kazan,"","",George,Roy,Hill,"","",Edward,Norton,"","",Lupita,Nyong,`,o,"","",Allison,Williams,"","",Oliver,Stone,"","",Sam,Waterston,"","",and,Michael,Cimino,;,``,Father,of,American,football,'',Walter,Camp,"","",``,The,perfect,oarsman,'',Rusty,Wailes,;,baseball,players,Ron,Darling,and,Bill,Hutchinson,;,basketball,player,Chris,Dudley,;,football,players,Craig,Breslow,"","",Gary,Fencik,"","",and,Calvin,Hill,;,hockey,players,Chris,Higgins,and,Mike,Richter,;,figure,skater,Sarah,Hughes,;,swimmer,Don,Schollander,;,skier,Ryan,Max,Riley,;,runner,Frank,Shorter,;,composers,Charles,Ives,"","",Douglas,Moore,and,Cole,Porter,;,Peace,Corps,founder,Sargent,Shriver,;,child,psychologist,Benjamin,Spock,;,architects,Eero,Saarinen,and,Norman,Foster,;,sculptor,Richard,Serra,;,film,critic,Gene,Siskel,;,television,commentators,Dick,Cavett,and,Anderson,Cooper,;,New,York,Times,journalist,David,Gonzalez,;,pundits,William,F.,Buckley,"","",Jr.,"","",and,Fareed,Zakaria,;,economists,Irving,Fischer,"","",Mahbub,ul,Haq,"","",and,Paul,Krugman,;,cyclotron,inventor,and,Nobel,laureate,in,Physics,"","",Ernest,Lawrence,;,Human,Genome,Project,director,Francis,S.,Collins,;,mathematician,and,chemist,Josiah,Willard,Gibbs,;,and,businesspeople,"","",including,Time,Magazine,co-founder,Henry,Luce,"","",Morgan,Stanley,founder,Harold,Stanley,"","",Boeing,CEO,James,McNerney,"","",FedEx,founder,Frederick,W.,Smith,"","",Time,Warner,president,Jeffrey,Bewkes,"","",and,Electronic,Arts,co-founder,Bing,Gordon,.}",334,2,280,2
899227@32_2-899227@32_27,899227@32,Bren-Chapman University,,0.556,"{Many,of,Bren,'s,contributions,have,benefited,universities,in,California,"","",including,the,University,of,California,"","",Irvine,"","",University,of,California,"","",Santa,Barbara,"","",and,Chapman,University,.}",2,1,27,2
8102206@44_23-8102206@44_10,8102206@44,Rickel-Pathmark,,0.336,"{Supermarkets,General,'s,debt,problems,had,continued,to,mount,while,Pathmark,was,continuing,to,lose,business,"","",and,as,such,the,already,flagging,Rickel,was,unable,to,receive,enough,capital,from,its,parent,to,keep,pace,with,the,still-expanding,Home,Depot,.}",23,1,10,1
19506657@3_0-19506657@3_7,19506657@3,Lawrence-Moonstone Guitars,,0.374,"{Lawrence,began,building,instruments,in,1981,at,Moonstone,Guitars,and,five,years,later,he,set,up,his,own,company,.}",0,1,7,2
31653264@6_7-31653264@6_15,31653264@6,Li-University of Li ge,,0.628,"{1985,:,The,company,was,founded,in,Li,ge,by,two,young,researchers,from,the,University,of,Li,ge,"","",Prof.,Joseph,Martial,and,Prof.,Andr,Renard,.}",7,1,15,4
480242@58_0-480242@58_12,480242@58,Zahra-Board,,0.576,"{Zahra,retained,his,position,however,on,account,of,strong,shareholder,support,against,Board,Chairman,Peter,Mason,who,eventually,resigned,along,with,two,other,directors,who,had,been,accused,of,insider,trading,.}",0,1,12,1
41303044@7_1-41303044@7_7,41303044@7,Porter-American Journal of Physiology,,0.644,"{Dr.,Porter,went,on,to,found,the,American,Journal,of,Physiology,and,became,one,of,the,leading,physiologists,of,his,day,.}",1,1,7,4
1192900@50_41-1192900@50_34,1192900@50,Bush-Westfield London,,0.426,"{In,the,United,Kingdom,-LRB-,UK,-RRB-,"","",Tiffany,stores,are,located,in,Terminal,5,"","",at,London,'s,Hope,Heathrow,airport,-LRB-,opened,at,the,end,of,March,2008,-RRB-,"","",in,the,Westfield,London,shopping,centre,in,Shepherd,'s,Bush,"","",and,in,Old,Bond,Street,"","",opposite,the,entrance,to,Burlington,Gardens,.}",41,1,34,2
10426386@10_32-10426386@10_0,10426386@10,Deloitte-Emory Marketing Institute,,0.442,"{Emory,Marketing,Institute,has,engaged,research,with,multiple,firms,including,Kimberly,Clark,"","",The,Coca,Cola,Company,"","",Intercontinental,Hotel,Group,"","",Electronic,Arts,"","",Sony,"","",Airtran,"","",Atlanta,Braves,"","",Deloitte,"","",HEB,"","",IDEO,"","",Newell,Rubbermaid,"","",Russell,Athletic,"","",Samsung,"","",Tuner,Broadcasting,"","",UPS,"","",Siemens,"","",Haverty,'s,"","",MillerZell,"","",Aflac,"","",Morgan,Stanley,"","",Wachovia,"","",Goldman,Sachs,"","",Lehman,Brothers,"","",The,Home,Depot,"","",Limited,Brands,"","",Leading,Hotels,of,the,World,"","",and,Marriott,.}",32,1,0,3
22103364@12_0-22103364@12_20,22103364@12,Dave Shaver-Committee,,0.622,"{Dave,Shaver,"","",Chief,Technology,Officer,and,founder,"","",is,currently,the,Co-Chair,of,Infrastructure,and,Messaging,-LRB-,InM,-RRB-,Committee,and,co-chair,of,the,FHIR,Governance,Board,at,Health,Level,7,.}",0,2,20,1
3796049@87_0-3796049@87_7,3796049@87,Vaz-Hinduja,,0.724,"{Vaz,said,that,he,had,known,the,Hinduja,brothers,for,some,time,;,he,had,been,present,when,the,charitable,Hinduja,Foundation,was,set,up,in,1993,"","",and,had,also,delivered,a,speech,in,1998,when,the,brothers,invited,Tony,and,Cherie,Blair,to,a,Diwali,celebration,.}",0,1,7,1
41935226@5_7-41935226@5_35,41935226@5,Albert Yu-Fairchild Semiconductor,,0.166,"{Umtech,was,founded,in,1976,by,Dr.,Albert,Yu,"","",an,integrated,circuit,engineering,manager,at,Intel,who,became,Umtech,s,President,"","",and,Dr.,David,Chung,who,led,development,of,the,F8,processor,for,Fairchild,Semiconductor,.}",7,2,35,2
40567562@12_51-40567562@12_29,40567562@12,Zabij-New Face of Prague Prague,,0.508,"{Mega,will,be,Giga,Vienna,2004,"","",Wonderland,Tour,Prague,"","",Berlin,"","",Paris,"","",Amsterdam,and,some,other,European,cities,2004,2007,"","",Brick,10,Vienna,2010,"","",New,Face,of,Prague,Prague,2010,"","",and,some,other,European,cities,"","",V4,architecture,Prague,2011,"","",KILL,YOUR,IDOL,-LRB-,Zabij,sv,ho,Fuchse,-RRB-,-,Psychoanalysis,of,Contemporary,Architecture,of,the,City,of,Brno,-,4AM,Brno,2011,and,Czech,and,Slovak,pavillon,at,the,13th,International,Architecture,Exhibition,of,la,Biennale,di,Venezia,2012,"","",Kunstverein,Leipzig,2013,Sources,.}",51,1,29,5
335525@41_108-335525@41_166,335525@41,Zbigniew Pe-Council,,0.49,"{``,Chair,'',Marcin,Kr,l,"","",social,scientist,"","",Dean,of,the,Faculty,of,Applied,Social,Sciences,and,Social,Reintegration,"","",University,of,Warsaw,"","",Editor-in-Chief,of,Res,Publica,Nowa,``,Honorary,Member,'',George,Soros,``,Members,'',Jan,Krzysztof,Bielecki,economist,"","",President,of,the,Bank,Pekao,SA,"","",former,Prime,Minister,Bogdan,Borusewicz,historian,"","",Marshal,of,the,Senate,Wojciech,Fibak,businessman,Olga,Krzy,anowska,MD,"","",physician,Prof.,Krzysztof,Michalski,philosopher,"","",Director,of,the,Institute,for,Human,Sciences,in,Vienna,Andrzej,Olechowski,economist,"","",Vice,Chairman,of,the,Supervisory,Board,of,the,City,Handlowy,Bank,"","",former,Minister,of,Foreign,Affairs,Prof.,Zbigniew,Pe,czy,ski,political,scientist,"","",Oxford,University,"","",UK,Bp,Prof.,Tadeusz,Pieronek,Polish,Bishops,Conference,Prof.,Andrzej,Rapaczy,ski,lawyer,"","",Columbia,University,"","",USA,Prof.,Hanna,Suchocka,lawyer,"","",former,Prime,Minister,"","",Ambassador,of,Poland,to,the,Holy,See,Prof.,Stanis,aw,Wellisz,economist,"","",Columbia,University,"","",USA,Among,members,of,the,Council,there,were,also,the,late,:,Jerzy,Turowicz,-LRB-,Chair,of,the,Council,"",1991"",1999,-RRB-,"","",Anna,Radziwi,-LRB-,Chair,of,the,Counc,"","",1999,2009,-RRB-,"","",Prof.,Bronis,aw,Geremek,"","",Prof.,Leszek,Ko,akowski,and,father,Jerzy,Tischner,The,Board,.}",108,2,166,1
3284135@28_2-3284135@28_15,3284135@28,Prada-Prada,,0.662,"{Bertelli,"","",Prada,'s,husband,"","",is,responsible,for,the,commercial,side,of,products,and,Prada,s,retail,strategy,.}",2,1,15,1
2397544@17_6-2397544@17_18,2397544@17,Forstmann Little-Disney,,0.534,"{On,February,6,"","",2006,"","",Forstmann,Little,and,The,Walt,Disney,Company,agreed,to,merge,Citadel,with,Disney,'s,ABC,Radio,.}",6,2,18,1
12322664@28_4-12322664@28_9,12322664@28,Gandhi Srijan Peeth-University,,0.608,"{He,now,heads,the,Gandhi,Srijan,Peeth,of,the,University,.}",4,3,9,1
209935@221_74-209935@221_87,209935@221,David Lodge-Church Missionary Society,,0.494,"{The,Cadbury,Research,Library,contains,the,Chamberlain,collection,of,papers,from,Neville,Chamberlain,"","",Joseph,Chamberlain,and,Austen,Chamberlain,"","",the,Avon,Papers,belonging,to,Anthony,Eden,with,material,on,the,Suez,Crisis,"","",the,Cadbury,Papers,relating,to,the,Cadbury,firm,from,1900,to,1960,"","",the,Mingana,Collection,of,Middle,Eastern,Manuscripts,of,Alphonse,Mingana,"","",the,No,l,Coward,Collection,"","",the,papers,of,Edward,Elgar,"","",Oswald,Mosley,"","",and,David,Lodge,"","",and,the,records,of,the,English,YMCA,and,of,the,Church,Missionary,Society,.}",74,2,87,3
1496422@10_41-1496422@10_0,1496422@10,Louis Vuitton-Hongkong Land,,0.448,"{Hongkong,Land,has,a,portfolio,of,office,and,retail,buildings,in,key,Asian,cities,"","",with,a,blue,chip,list,of,multinationals,and,financial,services,tenants,"","",as,well,as,many,of,the,world,s,leading,luxury,retail,brands,such,as,Louis,Vuitton,"","",Gucci,"","",Armani,and,Dunhill,.}",41,2,0,2
6386627@16_4-6386627@16_8,6386627@16,Andrade Gutierrez-Itaipu Hydroelectric Power Plant,,0.554,"{In,the,1970s,"","",Andrade,Gutierrez,built,the,Itaipu,Hydroelectric,Power,Plant,.}",4,2,8,4
3631298@8_0-3631298@8_12,3631298@8,Karsan-Renault Trucks,,0.524,"{Karsan,also,has,cooperations,with,Hyundai,for,light,trucks,manufacture,"","",with,Renault,Trucks,for,long-distance,trailer-trucks,and,with,BredaMenarinibus,for,bus,manufacture,.}",0,1,12,2
2315332@14_116-2315332@14_534,2315332@14,Guinn-Quent,,0.484,"{Coen,"","",Coigne,"","",Coin,"","",Coinne,"","",Coyn,"","",Coyne,"","",Cuin,"","",Cuinn,"","",Genn,"","",Gennell,"","",Gennett,"","",Gennette,"","",Geuin,"","",Gewin,"","",Ginn,"","",Ginnane,"","",Ginnell,"","",Ginnes,"","",Ginness,"","",Ginnett,"","",Ginnette,"","",Ginney,"","",Ginnis,"","",Ginny,"","",Goen,"","",Goenett,"","",Goens,"","",Goin,"","",Goine,"","",Going,"","",Goins,"","",Goyn,"","",Goyne,"","",Goynes,"","",Guin,"","",Guina,"","",Guinan,"","",Guinane,"","",Guinaugh,"","",Guinaw,"","",Guindollet,"","",Guindon,"","",Guine,"","",Guinea,"","",Guinee,"","",Guineer,"","",Guinegaw,"","",Guinen,"","",Guinere,"","",Guines,"","",Guiness,"","",Guinessey,"","",Guinet,"","",Guinett,"","",Guinette,"","",Guinevan,"","",Guiney,"","",Guinivan,"","",Guinn,"","",Guinnane,"","",Guinne,"","",Guinnee,"","",Guinner,"","",Guinness,"","",Guinnessey,"","",Guinnessy,"","",Guinnip,"","",Guinnup,"","",Guinot,"","",Guint,"","",Guinte,"","",Guintran,"","",Guintrand,"","",Guintrande,"","",Guinup,"","",Guyn,"","",Guyne,"","",Guynee,"","",Guynes,"","",Guyness,"","",Guynetth,"","",Guyney,"","",Guynn,"","",Guynne,"","",Guynup,"","",Gween,"","",Gwen,"","",Gwenn,"","",Gwennap,"","",Gwin,"","",Gwine,"","",Gwinee,"","",Gwinn,"","",Gwinne,"","",Gwinnedd,"","",Gwinnell,"","",Gwinner,"","",Gwinneth,"","",Gwinnett,"","",Gwinney,"","",Gwinnup,"","",Gwinup,"","",Gwthne,"","",Gwyn,"","",Gwyndaf,"","",Gwyne,"","",Gwynedd,"","",Gwyneth,"","",Gwynetha,"","",Gwynette,"","",Gwynllyw,"","",Gwynn,"","",Gwynne,"","",Gwynned,"","",Gwynnedd,"","",Gwynnel,"","",Gwynnell,"","",Gwynneth,"","",Gwynnett,"","",Gwynnette,"","",Gwyntopher,"","",Gynane,"","",Gynn,"","",Gynnane,"","",Gynne,"","",Gynnet,"","",Gynnett,"","",Gynning,"","",LaGuines,"","",LaGuinn,"","",LaGuins,"","",LeGuin,"","",LeQuin,"","",LeQuinn,"","",Mac,Ginn,"","",Mac,Ginnis,"","",Mac,Guin,"","",Mac,Guinn,"","",Mac,Guyn,"","",Mac,Guyne,"","",Mac,Guynn,"","",Mac,Guynne,"","",Mac,Gwine,"","",Mac,Gwinn,"","",Mac,Gwyn,"","",Mac,Gwyne,"","",Mac,Gwynn,"","",Mac,Gwynne,"","",Mac,Queen,"","",Mac,Quin,"","",MacGinn,"","",MacGinnis,"","",MacGuin,"","",MacGuinn,"","",MacGuyn,"","",MacGuyne,"","",MacGuynn,"","",MacGuynne,"","",MacGwine,"","",MacGwinn,"","",MacGwyn,"","",MacGwyne,"","",MacGwynn,"","",MacGwynne,"","",MacQueen,"","",MacQuin,"","",MacQuinn,"","",Magennis,"","",Maginn,"","",Maginnes,"","",Maginness,"","",Maginnis,"","",Maginniss,"","",Mc,Cuin,"","",Mc,Cuine,"","",Mc,Cuinn,"","",Mc,Ginn,"","",Mc,Ginnes,"","",Mc,Ginness,"","",Mc,Ginnis,"","",Mc,Guin,"","",Mc,Guine,"","",Mc,Guines,"","",Mc,Guiness,"","",McGinnity,"","",Mc,Guinness,"","",Mc,Gwin,"","",Mc,Gwinn,"","",Mc,Queen,"","",McCuin,"","",McCuine,"","",McCuinn,"","",McGinn,"","",McGinnes,"","",McGinness,"","",McGinnis,"","",McGinniss,"","",McGuin,"","",McGuine,"","",McGuines,"","",McGuiness,"","",McGuinn,"","",McGuinness,"","",McGwen,"","",McGwin,"","",McGwinn,"","",McQueen,"","",McQuein,"","",McQuin,"","",McQuinn,"","",Meginnis,"","",Meginniss,"","",O,Guiney,"","",O,Guinidhe,"","",O,Guinye,"","",Ocuin,"","",O'Cuin,"","",Ocuinn,"","",O'Cuinn,"","",Oguin,"","",O'Guin,"","",OGuinan,"","",O'Guinan,"","",O'Guiney,"","",O'Guinidhe,"","",Oguinn,"","",O'Guinn,"","",OGuinness,"","",O'Guinness,"","",O'Guinye,"","",Ogwen,"","",O'Gwen,"","",Ogwin,"","",O'Gwin,"","",Ogwinn,"","",O'Gwinn,"","",Ogwyn,"","",O'Gwyn,"","",Ogwynn,"","",O'Gwynn,"","",Oqueen,"","",O'Queen,"","",O'Quein,"","",Oquin,"","",O'Quin,"","",Oquinn,"","",O'Quinn,"","",Quanne,"","",Queen,"","",Quein,"","",Quent,"","",Quien,"","",Quin,"","",Quinan,"","",Quinane,"","",Quine,"","",Quiner,"","",Quinet,"","",Quinett,"","",Quinette,"","",Quiney,"","",Quini,"","",Quinian,"","",Quinlivan,"","",Quinn,"","",Quinnan,"","",Quinnear,"","",Quinnell,"","",Quinnelly,"","",Quinner,"","",Quinnet,"","",Quinneth,"","",Quinnett,"","",Quinnette,"","",Quinney,"","",Quinni,"","",Quinnie,"","",Quinnivan,"","",Quinniven,"","",Quinnlivan,"","",Quinny,"","",Quint,"","",Quinte,"","",Quiny,"","",Quynne,"","",Qween,"","",Qwen,"","",Seguin,"","",S,guin,"","",Sequin,"","",S,quin,"","",U'Cuinn,"","",UiCuin,"","",Ui'Cuin,"","",UiCuinn,"","",Ui'Cuinn,"","",UiGin,"","",Ui'Gin,"","",UiGinn,"","",Ui'Ginn,"","",U'Quin,"","",U'Quinn,"","",Winn,"","",Winnan,"","",Winne,"","",Winnell,"","",Winnen,"","",Winner,"","",Winnett,"","",Winnette,"","",Winney,"","",Winnie,"","",Winns,"","",Wynn,"","",Wynne,"","",Wynnell,"","",Wynnet,"","",Wynnett,"","",Wynnette,"","",Wynns,People,.}",116,1,534,1
33731299@84_0-33731299@84_2,33731299@84,Merrill-MBIA,,0.528,"{Merrill,disputed,MBIA,'s,claims,.}",0,1,2,1
4904266@13_29-4904266@13_35,4904266@13,Redstone-Viacom,,0.596,"{Handling,a,routine,Securities,and,Exchange,Commission,form,13D,filing,for,Volk,client,Sumner,Redstone,-LRB-,also,a,poker,player,-RRB-,in,1986,led,to,an,advisory,role,in,Redstone,'s,1987,hostile,takeover,of,Viacom,"","",a,close,personal,relationship,with,Redstone,"","",and,a,seat,on,Viacom,s,board,of,directors,.}",29,1,35,1
2080318@15_57-2080318@15_83,2080318@15,Hormel-Hewlett-Packard,,0.494,"{The,company,'s,list,of,clients,includes,:,``,The,Economist,'',"","",PepsiCo,"","",Diageo,"","",Visa,Inc.,"","",Skanska,"","",FedEx,"","",General,Electric,"","",Campbell,'s,"","",SingTel,"","",Mercedes,"","",Motorola,Solutions,"","",Orbitz,"","",Bayer,"","",Wrigley,"","",AT&T,"","",ExxonMobil,"","",Mars,"","",SC,Johnson,"","",Pinnacle,Foods,"","",Monster.com,"","",Hormel,"","",HBO,"","",Hyatt,Hotels,"","",Starbucks,"","",Lowe,'s,"","",Procter,&,Gamble,"","",Johnson,&,Johnson,"","",Fonterra,"","",Imperial,Chemical,Industries,"","",Hewlett-Packard,"","",Watson,'s,"","",Emirates,"","",ThaiBev,"","",Syngenta,"","",Schwan,Food,Company,"","",Olympus,"","",etisalat,"","",and,Wells,Fargo,.}",57,1,83,1
4560194@8_10-4560194@8_16,4560194@8,Avnet Abacus-Avnet Memec,,0.516,"{In,Europe,"","",the,business,consists,of,Avnet,Silica,"","",Avnet,Abacus,"","",Avnet,Embedded,"","",Avnet,Memec,"","",and,EBV,.}",10,2,16,2
7954422@402_164-7954422@402_112,7954422@402,James McLamore-Verizon,,0.5,"{Cornellians,in,business,include,:,Citigroup,CEO,Sanford,Weill,-LRB-,',55,-RRB-,"","",Goldman,Sachs,Group,Chairman,Stephen,Friedman,-LRB-,',59,-RRB-,"","",Kraft,Foods,CEO,Irene,Rosenfeld,-LRB-,',75,"","",',77,"","",',80,-RRB-,"","",Autodesk,CEO,Carl,Bass,-LRB-,',83,-RRB-,"","",Aetna,CEO,Mark,Bertolini,-LRB-,',84,-RRB-,"","",S.C.,Johnson,&,Son,CEO,Fisk,Johnson,-LRB-,',79,"","",',80,"","",',82,"","",',84,"","",',86,-RRB-,"","",Cargill,Chairman,Warren,Staley,-LRB-,',67,-RRB-,"","",Chevron,Chairman,Kenneth,T.,Derr,-LRB-,',59,-RRB-,"","",Sprint,Nextel,CEO,Dan,Hesse,-LRB-,',77,-RRB-,"","",Verizon,CEO,Lowell,McAdam,-LRB-,',76,-RRB-,"","",Mastercard,CEO,Robert,Selander,-LRB-,',72,-RRB-,"","",Coors,Brewing,Company,CEO,Adolph,Coors,-LRB-,',37,-RRB-,"","",Loews,Corporation,Chairman,Andrew,Tisch,-LRB-,',71,-RRB-,"","",Baupost,Group,founder,Seth,Klarman,-LRB-,',79,-RRB-,"","",Burger,King,founder,James,McLamore,-LRB-,',47,-RRB-,"","",Hotels.com,founder,David,Litman,-LRB-,',79,-RRB-,"","",PeopleSoft,founder,David,Duffield,-LRB-,',62,-RRB-,"","",Priceline.com,founder,Jay,Walker,-LRB-,',77,-RRB-,"","",Staples,founder,Myra,Hart,-LRB-,',62,-RRB-,"","",Qualcomm,founder,Irwin,M.,Jacobs,-LRB-,',56,-RRB-,"","",and,Tata,Group,CEO,Ratan,Tata,-LRB-,',62,-RRB-,.}",164,2,112,1
42317@133_172-42317@133_263,42317@133,Stanley Tretick-C-SPAN,,0.506,"{The,founding,director,of,CBS,News,"","",Paul,White,"","",for,whom,the,top,award,given,by,the,broadcast,news,directors,organization,Radio,Television,Digital,News,Association,-LRB-,RTDNA,-RRB-,is,named,"","",Kent,Cooper,"","",who,later,became,the,longtime,GM,of,rival,Associated,Press,"","",early,ABC,News,president,Elmer,Lower,"","",Pulitzer,Prize,winning,newspaper,editor,and,columnist,Eugene,Patterson,"","",Raymond,Clapper,"","",originator,of,the,term,``,smoked-filled,room,'',"","",Merriman,Smith,"","",Helen,Thomas,"","",Marie,Colvin,"","",Martha,Gellhorn,"","",Kate,Webb,"","",Henry,Tilton,Gorrell,"","",Seymour,Hersh,"","",Lucien,Carr,"","",Neil,Sheehan,"","",Brit,Hume,"","",Keith,Olbermann,"","",Steve,Wilstein,"","",who,later,broke,the,steroids,scandals,in,baseball,for,the,AP,"","",``,New,York,Times,'',columnists,Thomas,Friedman,and,Gail,Collins,"","",``,Washington,Post,'',columnist,Richard,Cohen,"","",sportswriter,and,``,Untouchables,'',co-author,Oscar,Fraley,"","",author,H.,Allen,Smith,"","",military,author,Joe,Galloway,"","",Saigon,evacuation,photographer,Hubert,van,Es,"","",photographers,Stanley,Tretick,"","",Stan,Stearns,"",1970"",s,White,House,photographer,David,Hume,Kennerly,"","",White,House,spokesmen,Stephen,Early,"","",George,Reedy,"","",Ron,Nessen,and,Larry,Speakes,"","",Canadian,journalist,"","",author,Knowlton,Nash,"","",former,executive,and,senior,anchor,of,CBC,Television,'s,flagship,news,program,"","",The,National,"","",longtime,Las,Vegas,bureau,manager,Myram,Borders,"","",onetime,CIA,Director,Richard,Helms,"","",who,interviewed,Adolf,Hitler,for,United,Press,during,the,1936,Olympics,"","",diplomat,Edward,M.,Korry,"","",former,UP,correspondent,to,Moscow,Eugene,Lyons,"","",C-SPAN,founder,Brian,Lamb,"","",ex-Dow,Jones,CEO,Les,Hinton,"","",1980s,90s,Singapore,President,Wee,Kim,Wee,and,novelists,Allen,Drury,"","",Robert,J.,Serling,"","",Tony,Hillerman,and,Daniel,Silva,.}",172,2,263,1
692993@32_10-692993@32_3,692993@32,Sauber-Mercedes,,0.478,"{In,November,1991,Mercedes,decided,against,direct,involvement,and,so,Sauber,entered,F1,by,itself,in,1993,"","",with,drivers,JJ,Lehto,and,Karl,Wendlinger,powered,by,engines,built,by,Ilmor,but,rebadged,as,Saubers,.}",10,1,3,1
23860789@3_13-23860789@3_17,23860789@3,Susayeff-University of Riga,,0.516,"{Born,in,Riga,in,the,Russian,Empire,-LRB-,today,in,Latvia,-RRB-,"","",Susayeff,studied,at,the,University,of,Riga,"","",where,he,was,one,of,the,leaders,of,the,Hasmonean,Union,.}",13,1,17,3
3518602@37_3-3518602@37_30,3518602@37,Adkins-NASCAR,,0.586,"{In,addition,to,Adkins,"","",the,company,has,a,NASCAR,sponsorship,with,Tommy,Baldwin,Racing,driver,Michael,Annett,as,the,primary,sponsor,for,Annett,'s,number,7,Chevrolet,SS,in,NASCAR,'s,Sprint,Cup,Series,.}",3,1,30,1
2641039@63_19-2641039@63_2,2641039@63,Rosalba Dumont-Carrion-Picatinny Arsenal,,0.518,"{In,2014,Picatinny,Arsenal,obtained,its,first,all-female,command,pairing,"","",with,Lt.,Col.,Ingrid,Parker,and,Sgt.,Maj.,Rosalba,Dumont-Carrion,.}",19,2,2,2
